Name,Description,Primary Industry,Size,Type,Location,Country,Domain,LinkedIn URL
Ovzon,"Ovzon offers world-leading integrated mobile satellite communications services, SATCOM-as-a-Service, to customers globally. The services combine high throughput satellite networks, mobile satellite terminals, gateway services, and dedicated customer support. Ovzon’s offerings meet the growing demand for mission critical connectivity for customers with high performance, mobility and resiliency requirements such as Defense, National security and Public safety. On July 5, 2024, commercial service commenced on Ovzon’s proprietary developed geostationary satellite Ovzon 3. Ovzon has offices in Stockholm, Sweden as well as Herndon, VA and Tampa, FL in the USA. Ovzon is listed on Nasdaq Stockholm Mid Cap.",Satellite Telecommunications,11-50 employees,Public Company,"Solna, 01, Sweden",Sweden,ovzon.com,https://www.linkedin.com/company/ovzon
Requtech - SATCOM technologies,"Requtech is a SATCOM product developer based in Linköping, Sweden. We deliver fully integrated terminal solutions for LEO, MEO, GEO, and Troposcatter connectivity. We offer robust and reliable high-performance SATCOM terminals based on cutting-edge technology.

Our product range:
ESA terminals: The RESA series 
Reflector terminals: The PICO Series 
Troposcatter terminals: The TROPOLINE series",Satellite Telecommunications,11-50 employees,Privately Held,"Linköping, 05, Sweden",Sweden,requtech.com,https://www.linkedin.com/company/requtech-ab
Aeronis AB,"Aeronis AB is a Swedish deeptech company specialising in advanced satellite and space edge systems powered by artificial intelligence. Based in Gothenburg, Aeronis develops intelligent non terrestrial platforms that strengthen connectivity, resilience, and real time decision support across defence, public safety, environmental management, infrastructure, and commercial sectors.

Our work focuses on the intelligent integration of satellite and space edge technologies with airborne and terrestrial layers, creating continuous multi layer connectivity for critical missions. This includes the development of advanced onboard processing, sensor fusion, situational awareness systems, and edge AI designed for satellites, high altitude platforms, and next generation airborne assets.

Aeronis AB brings together an international consortium of partners and collaborators from Sweden, the United Kingdom, Germany, and Australia. Through this collaboration we combine research, engineering capability, and real world operational expertise to accelerate technology development and deliver field ready solutions. Our ambition is to position Sweden as a leading contributor in the future of space enabled intelligence, non terrestrial networks, and secure connectivity architectures.

Our priorities include delivering satellite and space edge solutions that enhance national resilience, emergency response, environmental protection, and mission support for both government and industry. We work at the intersection of AI, satellite communication, data intelligence, and airborne systems, enabling applications such as disaster response, precision monitoring, secure coordination, and advanced decision support in complex operating environments.

Aeronis AB represents a new generation of space edge innovation where intelligent systems, international collaboration, and practical deployment come together to solve some of the most urgent global challenges.",Satellite Telecommunications,2-10 employees,Privately Held,"Gothenburg, Vastra Gotaland County, Sweden",Sweden,aeronissolutions.com,https://www.linkedin.com/company/aeronis-ab
